tab 	sites
age	age_high	age_low	age_unit	citations	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	samples	site	software_packages	specimens	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1082.18	1083.43	1080.93	Ma	This study	4.0	mt	268.8	42.0	193.0	8	8	8	t	7.9637	100	Extrusive:Igneous	Lava Flow	36.11	Basalt	Grand Canyon	248.14694400000002	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB12-1:CB12-2:CB12-3:CB12-4:CB12-5:CB12-6:CB12-7:CB12-8	CB12	pmagpy-4.2.24-1: demag_gui.v.3.0	CB12-1a:CB12-2a:CB12-3a:CB12-4a:CB12-5a:CB12-6a:CB12-7a:CB12-8a	4.9	3.0	13.1	178.8
1082.18	1083.43	1080.93	Ma	This study	7.0	lt	347.1	59.9	91.0	6	6	6	n	5.9453	0	Extrusive:Igneous	Lava Flow	36.11012	Basalt	Grand Canyon	248.14584000000002	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB13-2:CB13-3:CB13-4:CB13-5:CB13-6:CB13-7	CB13	pmagpy-4.2.24-1: demag_gui.v.3.0	CB13-2a:CB13-3a:CB13-4a:CB13-5a:CB13-6a:CB13-7a	10.6	8.0	78.9	186.9
1082.18	1083.43	1080.93	Ma	This study	5.9	mt	266.0	4.6	107.0	7	7	7	t	6.9439	0	Extrusive:Igneous	Lava Flow	36.11012	Basalt	Grand Canyon	248.14584000000002	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB13-1:CB13-2:CB13-3:CB13-4:CB13-5:CB13-6:CB13-7	CB13	pmagpy-4.2.24-1: demag_gui.v.3.0	CB13-1a:CB13-2a:CB13-3a:CB13-4a:CB13-5a:CB13-6a:CB13-7a	5.9	3.0	-1.9	162.4
1082.18	1083.43	1080.93	Ma	This study	7.0	lt	351.1	49.9	92.0	6	6	6	n	5.9454	100	Extrusive:Igneous	Lava Flow	36.11012	Basalt	Grand Canyon	248.14584000000002	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB13-2:CB13-3:CB13-4:CB13-5:CB13-6:CB13-7	CB13	pmagpy-4.2.24-1: demag_gui.v.3.0	CB13-2a:CB13-3a:CB13-4a:CB13-5a:CB13-6a:CB13-7a	9.3	6.2	80.8	124.6
1082.18	1083.43	1080.93	Ma	This study	5.9	mt	267.0	6.1	107.0	7	7	7	t	6.9441	100	Extrusive:Igneous	Lava Flow	36.11012	Basalt	Grand Canyon	248.14584000000002	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB13-1:CB13-2:CB13-3:CB13-4:CB13-5:CB13-6:CB13-7	CB13	pmagpy-4.2.24-1: demag_gui.v.3.0	CB13-1a:CB13-2a:CB13-3a:CB13-4a:CB13-5a:CB13-6a:CB13-7a	5.9	3.0	-0.6	162.4
1082.18	1083.43	1080.93	Ma	This study	9.2	ht	254.5	53.1	182.0	3	3	3	t	2.989	0	Extrusive:Igneous	Lava Flow	36.110833	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB14-5:CB14-6:CB14-8	CB14	pmagpy-4.2.24-1: demag_gui.v.3.0	CB14-5a:CB14-6a:CB14-8a	12.8	8.8	8.5	194.0
1082.18	1083.43	1080.93	Ma	This study	14.3	lt	358.4	55.2	23.0	6	6	6	n	5.7819	0	Extrusive:Igneous	Lava Flow	36.110833	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB14-2:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14	pmagpy-4.2.24-1: demag_gui.v.3.0	CB14-2a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	20.3	14.5	88.6	142.3
1082.18	1083.43	1080.93	Ma	This study	2.7	mt	247.4	49.1	519.0	7	7	7	t	6.9884	0	Extrusive:Igneous	Lava Flow	36.110833	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB14-2:CB14-3:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14	pmagpy-4.2.24-1: demag_gui.v.3.0	CB14-2a:CB14-3a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	3.6	2.4	1.5	195.0
1082.18	1083.43	1080.93	Ma	This study	9.2	ht	268.7	55.5	182.0	3	3	3	t	2.989	100	Extrusive:Igneous	Lava Flow	36.110833	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB14-5:CB14-6:CB14-8	CB14	pmagpy-4.2.24-1: demag_gui.v.3.0	CB14-5a:CB14-6a:CB14-8a	13.1	9.4	19.4	189.2
1082.18	1083.43	1080.93	Ma	This study	14.3	lt	359.6	44.8	23.0	6	6	6	n	5.7818	100	Extrusive:Igneous	Lava Flow	36.110833	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB14-2:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14	pmagpy-4.2.24-1: demag_gui.v.3.0	CB14-2a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	18.1	11.4	80.3	70.3
1082.18	1083.43	1080.93	Ma	This study	2.7	mt	259.4	52.9	514.0	7	7	7	t	6.9883	100	Extrusive:Igneous	Lava Flow	36.110833	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB14-2:CB14-3:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14	pmagpy-4.2.24-1: demag_gui.v.3.0	CB14-2a:CB14-3a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	3.7	2.6	11.6	191.3
1082.18	1083.43	1080.93	Ma	This study	36.6	ht	253.1	44.6	49.0	2	2	2	t	1.9794	0	Extrusive:Igneous	Lava Flow	36.11026	Basalt	Grand Canyon	248.14668	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	CB15-1:CB15-3	CB15	pmagpy-4.2.24-1: demag_gui.v.3.0	CB15-1a:CB15-3a	46.1	29.0	2.9	188.9
1082.18	1083.43	1080.93	Ma	This study	9.1	lt	7.9	57.6	55.0	6	6	6	n	5.909	0	Extrusive:Igneous	Lava Flow	36.11026	Basalt	Grand Canyon	248.14668	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15	pmagpy-4.2.24-1: demag_gui.v.3.0	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	13.3	9.8	83.4	317.1
1082.18	1083.43	1080.93	Ma	This study	7.1	mt	253.6	42.8	89.0	6	6	6	t	5.944	0	Extrusive:Igneous	Lava Flow	36.11026	Basalt	Grand Canyon	248.14668	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15	pmagpy-4.2.24-1: demag_gui.v.3.0	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	8.8	5.4	2.3	187.5
1082.18	1083.43	1080.93	Ma	This study	36.8	ht	263.5	47.5	48.0	2	2	2	t	1.9792	100	Extrusive:Igneous	Lava Flow	36.11026	Basalt	Grand Canyon	248.14668	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	CB15-1:CB15-3	CB15	pmagpy-4.2.24-1: demag_gui.v.3.0	CB15-1a:CB15-3a	47.8	31.1	11.7	185.2
1082.18	1083.43	1080.93	Ma	This study	9.1	lt	7.3	47.2	55.0	6	6	6	n	5.9085	100	Extrusive:Igneous	Lava Flow	36.11026	Basalt	Grand Canyon	248.14668	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15	pmagpy-4.2.24-1: demag_gui.v.3.0	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	11.8	7.6	80.1	27.6
1082.18	1083.43	1080.93	Ma	This study	7.1	mt	263.3	45.7	89.0	6	6	6	t	5.9438	100	Extrusive:Igneous	Lava Flow	36.11026	Basalt	Grand Canyon	248.14668	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15	pmagpy-4.2.24-1: demag_gui.v.3.0	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	9.0	5.8	10.7	184.1
1082.18	1083.43	1080.93	Ma	This study	4.8	lt	8.7	55.3	156.0	7	7	7	n	6.9617	0	Extrusive:Igneous	Lava Flow	36.11	Basalt	Grand Canyon	248.14527800000002	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16	pmagpy-4.2.24-1: demag_gui.v.3.0	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	6.8	4.9	83.0	337.8
1082.18	1083.43	1080.93	Ma	This study	7.7	mt	263.2	15.7	63.0	7	7	7	t	6.9042	0	Extrusive:Igneous	Lava Flow	36.11	Basalt	Grand Canyon	248.14527800000002	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16	pmagpy-4.2.24-1: demag_gui.v.3.0	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	7.9	4.1	-0.7	168.6
1082.18	1083.43	1080.93	Ma	This study	4.8	lt	8.0	44.9	157.0	7	7	7	n	6.9617	100	Extrusive:Igneous	Lava Flow	36.11	Basalt	Grand Canyon	248.14527800000002	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16	pmagpy-4.2.24-1: demag_gui.v.3.0	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	6.1	3.8	78.2	30.6
1082.18	1083.43	1080.93	Ma	This study	7.7	mt	266.2	17.5	63.0	7	7	7	t	6.9043	100	Extrusive:Igneous	Lava Flow	36.11	Basalt	Grand Canyon	248.14527800000002	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16	pmagpy-4.2.24-1: demag_gui.v.3.0	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	8.0	4.1	2.2	167.6
1082.18	1083.43	1080.93	Ma	This study	7.6	lt	356.4	64.9	54.0	8	8	8	n	7.8702	0	Extrusive:Igneous	Lava Flow	36.111389	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17	pmagpy-4.2.24-1: demag_gui.v.3.0	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	12.2	9.9	78.9	235.2
1082.18	1083.43	1080.93	Ma	This study	3.5	mt	253.6	46.5	252.0	8	8	8	t	7.9722	0	Extrusive:Igneous	Lava Flow	36.111389	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17	pmagpy-4.2.24-1: demag_gui.v.3.0	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	4.5	2.9	4.2	189.8
1082.18	1083.43	1080.93	Ma	This study	7.6	lt	358.7	54.6	54.0	8	8	8	n	7.8702	100	Extrusive:Igneous	Lava Flow	36.111389	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17	pmagpy-4.2.24-1: demag_gui.v.3.0	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	10.7	7.6	88.6	115.6
1082.18	1083.43	1080.93	Ma	This study	3.5	mt	264.8	49.3	253.0	8	8	8	t	7.9723	100	Extrusive:Igneous	Lava Flow	36.111389	Basalt	Grand Canyon	248.144722	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17	pmagpy-4.2.24-1: demag_gui.v.3.0	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	4.6	3.1	13.5	185.9
1082.18	1083.43	1080.93	Ma	This study	3.7	ht	261.9	40.0	263.0	7	7	7	t	6.9772	0	Extrusive:Igneous	Lava Flow	36.111667	Basalt	Grand Canyon	248.14416699999998	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18	pmagpy-4.2.24-1: demag_gui.v.3.0	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	4.5	2.7	7.1	181.2
1082.18	1083.43	1080.93	Ma	This study	5.3	lt	13.6	62.1	158.0	6	6	6	n	5.9684	0	Extrusive:Igneous	Lava Flow	36.111667	Basalt	Grand Canyon	248.14416699999998	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18	pmagpy-4.2.24-1: demag_gui.v.3.0	CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	8.2	6.4	77.3	299.2
1082.18	1083.43	1080.93	Ma	This study	6.1	mt	271.9	53.0	98.0	7	7	7	t	6.9389	0	Extrusive:Igneous	Lava Flow	36.111667	Basalt	Grand Canyon	248.14416699999998	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18	pmagpy-4.2.24-1: demag_gui.v.3.0	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	8.4	5.8	20.4	185.5
1082.18	1083.43	1080.93	Ma	This study	3.7	ht	270.9	41.6	263.0	7	7	7	t	6.9771	100	Extrusive:Igneous	Lava Flow	36.111667	Basalt	Grand Canyon	248.14416699999998	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18	pmagpy-4.2.24-1: demag_gui.v.3.0	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	4.5	2.8	14.5	177.4
1082.18	1083.43	1080.93	Ma	This study	5.3	lt	11.4	51.7	160.0	6	6	6	n	5.9687	100	Extrusive:Igneous	Lava Flow	36.111667	Basalt	Grand Canyon	248.14416699999998	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18	pmagpy-4.2.24-1: demag_gui.v.3.0	CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	7.2	4.9	79.9	356.7
1082.18	1083.43	1080.93	Ma	This study	6.1	mt	285.6	52.3	98.0	7	7	7	t	6.939	100	Extrusive:Igneous	Lava Flow	36.111667	Basalt	Grand Canyon	248.14416699999998	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18	pmagpy-4.2.24-1: demag_gui.v.3.0	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	8.4	5.7	30.2	178.9
1082.18	1083.43	1080.93	Ma	This study	3.1	mt	230.1	66.0	329.0	8	8	8	t	7.9787	0	Extrusive:Igneous	Lava Flow	36.283611	Basalt	Grand Canyon	248.108056	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB2-1:CB2-2:CB2-3:CB2-4:CB2-5:CB2-6:CB2-7:CB2-8	CB2	pmagpy-4.2.24-1: demag_gui.v.3.0	CB2-1a:CB2-2a:CB2-3a:CB2-4a:CB2-5a:CB2-6a:CB2-7a:CB2-8a	5.1	4.1	5.6	217.3
1082.18	1083.43	1080.93	Ma	This study	3.1	mt	283.3	78.7	329.0	8	8	8	n	7.9787	100	Extrusive:Igneous	Lava Flow	36.283611	Basalt	Grand Canyon	248.108056	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB2-1:CB2-2:CB2-3:CB2-4:CB2-5:CB2-6:CB2-7:CB2-8	CB2	pmagpy-4.2.24-1: demag_gui.v.3.0	CB2-1a:CB2-2a:CB2-3a:CB2-4a:CB2-5a:CB2-6a:CB2-7a:CB2-8a	5.9	5.6	38.2	220.8
1082.18	1083.43	1080.93	Ma	This study	11.4	ht	230.3	48.7	486.0	2	2	2	t	1.9979	0	Extrusive:Igneous	Lava Flow	36.283333	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	CB3-1:CB3-2	CB3	pmagpy-4.2.24-1: demag_gui.v.3.0	CB3-1a:CB3-2a	15.0	9.9	-8.9	205.5
1082.18	1083.43	1080.93	Ma	This study	5.6	lt	359.8	61.6	146.0	6	6	6	n	5.9659	0	Extrusive:Igneous	Lava Flow	36.283333	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3	pmagpy-4.2.24-1: demag_gui.v.3.0	CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	8.6	6.7	83.5	246.8
1082.18	1083.43	1080.93	Ma	This study	8.1	mt	236.0	37.9	56.0	7	7	7	t	6.8935	0	Extrusive:Igneous	Lava Flow	36.283333	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB3-1:CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3	pmagpy-4.2.24-1: demag_gui.v.3.0	CB3-1a:CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	9.6	5.6	-11.9	196.0
1082.18	1083.43	1080.93	Ma	This study	11.4	ht	248.9	64.5	482.0	2	2	2	t	1.9979	100	Extrusive:Igneous	Lava Flow	36.283333	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	CB3-1:CB3-2	CB3	pmagpy-4.2.24-1: demag_gui.v.3.0	CB3-1a:CB3-2a	18.3	14.7	13.2	206.7
1082.18	1083.43	1080.93	Ma	This study	5.6	lt	7.7	42.8	146.0	6	6	6	n	5.9657	100	Extrusive:Igneous	Lava Flow	36.283333	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3	pmagpy-4.2.24-1: demag_gui.v.3.0	CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	6.9	4.3	76.8	36.0
1082.18	1083.43	1080.93	Ma	This study	8.1	mt	249.3	52.9	56.0	7	7	7	t	6.8937	100	Extrusive:Igneous	Lava Flow	36.283333	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB3-1:CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3	pmagpy-4.2.24-1: demag_gui.v.3.0	CB3-1a:CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	11.2	7.7	5.1	196.5
1082.18	1083.43	1080.93	Ma	This study	11.7	ht	242.1	44.2	34.0	6	6	6	t	5.8522	0	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	CB4-3:CB4-4:CB4-5:CB4-6:CB4-7:CB4-8	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a:CB4-8a	14.7	9.2	-4.6	195.2
1082.18	1083.43	1080.93	Ma	This study	10.5	lt	355.2	65.4	42.0	6	6	6	n	5.8798	0	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB4-2:CB4-3:CB4-4:CB4-5:CB4-6:CB4-7	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-2a:CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a	17.0	13.8	78.2	232.0
1082.18	1083.43	1080.93	Ma	This study	8.8	mht	52.6	-40.8	76.0	5	5	5	t	4.9476	0	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB4-3:CB4-4:CB4-5:CB4-6:CB4-7	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a	10.7	6.5	12.4	19.8
1082.18	1083.43	1080.93	Ma	This study		mt	238.0	54.2		1	1	1	t		0	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	CB4-2	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-2a	252.9	177.6	-0.8	203.9
1082.18	1083.43	1080.93	Ma	This study	11.7	ht	260.7	57.2	34.0	6	6	6	t	5.8522	100	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	CB4-3:CB4-4:CB4-5:CB4-6:CB4-7:CB4-8	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a:CB4-8a	17.1	12.4	15.1	194.3
1082.18	1083.43	1080.93	Ma	This study	10.5	lt	5.9	47.0	42.0	6	6	6	n	5.88	100	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB4-2:CB4-3:CB4-4:CB4-5:CB4-6:CB4-7	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-2a:CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a	13.6	8.8	80.5	34.8
1082.18	1083.43	1080.93	Ma	This study	8.8	mht	66.5	-56.5	76.0	5	5	5	t	4.9474	100	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB4-3:CB4-4:CB4-5:CB4-6:CB4-7	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a	12.7	9.2	-5.8	20.8
1082.18	1083.43	1080.93	Ma	This study		mt	265.6	67.3		1	1	1	t		100	Extrusive:Igneous	Lava Flow	36.283056	Basalt	Grand Canyon	248.10722199999998	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	CB4-2	CB4	pmagpy-4.2.24-1: demag_gui.v.3.0	CB4-2a	299.3	248.8	24.5	203.4
1082.18	1083.43	1080.93	Ma	This study	9.0	ht	257.8	48.1	56.0	6	6	6	t	5.9104	0	Extrusive:Igneous	Lava Flow	36.2825	Basalt	Grand Canyon	248.108611	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB5-1:CB5-2:CB5-6:CB5-7:CB5-8:CB5-9	CB5	pmagpy-4.2.24-1: demag_gui.v.3.0	CB5-1a:CB5-2a:CB5-6a:CB5-7a:CB5-8a:CB5-9a	11.8	7.7	8.0	188.5
1082.18	1083.43	1080.93	Ma	This study	7.7	lt	6.8	57.8	46.0	9	9	9	n	8.8257	0	Extrusive:Igneous	Lava Flow	36.2825	Basalt	Grand Canyon	248.108611	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB5-1:CB5-2:CB5-3:CB5-4:CB5-5:CB5-6:CB5-7:CB5-8:CB5-9	CB5	pmagpy-4.2.24-1: demag_gui.v.3.0	CB5-1a:CB5-2a:CB5-3a:CB5-4a:CB5-5a:CB5-6a:CB5-7a:CB5-8a:CB5-9a	11.3	8.3	84.2	314.2
1082.18	1083.43	1080.93	Ma	This study	6.2	mt	253.5	47.4	71.0	9	9	9	t	8.8871	0	Extrusive:Igneous	Lava Flow	36.2825	Basalt	Grand Canyon	248.108611	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB5-1:CB5-2:CB5-3:CB5-4:CB5-5:CB5-6:CB5-7:CB5-8:CB5-9	CB5	pmagpy-4.2.24-1: demag_gui.v.3.0	CB5-1a:CB5-2a:CB5-3a:CB5-4a:CB5-5a:CB5-6a:CB5-7a:CB5-8a:CB5-9a	8.0	5.2	4.7	190.4
1082.18	1083.43	1080.93	Ma	This study	9.0	ht	281.5	55.7	56.0	6	6	6	t	5.9105	100	Extrusive:Igneous	Lava Flow	36.2825	Basalt	Grand Canyon	248.108611	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB5-1:CB5-2:CB5-6:CB5-7:CB5-8:CB5-9	CB5	pmagpy-4.2.24-1: demag_gui.v.3.0	CB5-1a:CB5-2a:CB5-6a:CB5-7a:CB5-8a:CB5-9a	12.9	9.2	28.7	183.9
